ID,department,education,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,Project ID,Project Type,Start Date,Planned Completion Date,Actual Completion Date,Project Status,Priority,Task ID,Task Status,Assigned To,Hours Spent,Budget,Actual Cost,Delay Days,Cost Overrun %,Tasks Completed,Productivity Score,Training Effectiveness,Experience Index,Priority_Scaled,Workload Pressure
131,Analytics,Bachelors,1,28,5,4,1,0,85,P131,Healthcare Upgrade,12-06-2024,18-09-2024,11-09-2024,Completed,Low,T083,Ongoing,E131,546,59043,69697,-7,18.04447606,0,0,85,20,1,546
132,Technology,Bachelors,1,26,3,3,0,0,77,P132,IT Development,12-02-2024,28-05-2024,23-05-2024,Completed,Medium,T002,Completed,E132,172,30496,27203,-5,-10.79813746,1,0.005813953,77,9,2,86
133,Finance,Masters & above,1,49,4,7,1,0,62,P133,Maintenance,27-07-2024,30-08-2024,01-09-2024,Delayed,Medium,T058,Pending,E133,482,30919,31342,2,1.368090818,0,0,62,28,2,241
134,Procurement,Bachelors,1,34,3,9,0,0,68,P134,Research,31-08-2024,03-02-2025,12-03-2025,Delayed,Medium,T073,Ongoing,E134,182,98102,86640,37,-11.68375772,0,0,68,27,2,91
135,Finance,Masters & above,1,38,3,2,0,0,58,P135,Maintenance,30-08-2025,10-10-2025,04-10-2025,Completed,Medium,T034,Pending,E135,444,52756,56592,-6,7.271210858,0,0,58,6,2,222
136,Sales & Marketing,Masters & above,1,52,4,4,1,0,51,P136,Infrastructure,27-11-2024,15-04-2025,,On Hold,Medium,T087,Blocked,E136,237,40281,37556,0,-6.764976043,0,0,51,16,2,118.5
137,Sales & Marketing,Bachelors,3,31,1,7,1,0,50,P137,Healthcare Upgrade,16-05-2025,16-09-2025,,On Hold,Medium,T020,Pending,E137,517,114445,113952,0,-0.430774608,0,0,150,7,2,258.5
138,Technology,Bachelors,1,24,1,2,0,0,82,P138,AI System,18-03-2025,28-04-2025,,On Hold,Low,T007,Ongoing,E138,512,34109,39675,0,16.31827377,0,0,82,2,1,512
139,Analytics,,2,26,5,3,1,0,86,P139,Infrastructure,09-08-2024,27-01-2025,14-02-2025,Delayed,High,T048,Blocked,E139,459,66890,70046,18,4.71819405,0,0,172,15,3,153
140,HR,Bachelors,1,31,2,5,0,0,66,P140,Infrastructure,09-03-2024,01-05-2024,19-05-2024,Delayed,Medium,T089,Pending,E140,505,62069,62012,18,-0.091833282,0,0,66,10,2,252.5
141,Technology,Bachelors,1,43,1,4,1,0,86,P141,Construction,27-01-2024,10-04-2024,04-04-2024,Completed,High,T092,Ongoing,E141,208,83503,94953,-6,13.7120822,0,0,86,4,3,69.33333333
142,Procurement,Masters & above,4,37,3,6,0,0,68,P142,AI System,08-02-2025,18-03-2025,,On Hold,Low,T035,Completed,E142,361,89033,80981,0,-9.043837678,1,0.002770083,272,18,1,361
143,Sales & Marketing,,1,37,4,4,0,0,50,P143,Construction,17-11-2024,07-02-2025,,On Hold,Low,T010,Pending,E143,118,67923,73152,0,7.698423215,0,0,50,16,1,118
144,HR,Masters & above,1,37,5,9,1,0,53,P144,AI System,21-09-2025,11-11-2025,,In Progress,Medium,T091,Blocked,E144,574,102471,110604,0,7.936879703,0,0,53,45,2,287
145,Operations,Bachelors,1,32,5,8,1,0,58,P145,IT Development,01-02-2024,27-03-2024,04-04-2024,Delayed,Low,T032,Blocked,E145,354,91340,104217,8,14.09787607,0,0,58,40,1,354
146,Sales & Marketing,Bachelors,1,30,4,2,0,0,53,P146,Research,13-09-2025,25-01-2026,,On Hold,Low,T012,Completed,E146,356,117207,101593,0,-13.32172993,1,0.002808989,53,8,1,356
147,Procurement,Bachelors,1,30,5,4,1,0,71,P147,Healthcare Upgrade,06-09-2025,27-11-2025,26-12-2025,Delayed,Low,T043,Ongoing,E147,352,78886,84456,29,7.060821946,0,0,71,20,1,352
148,Sales & Marketing,Bachelors,1,27,4,3,0,0,50,P148,Construction,30-09-2024,08-02-2025,31-01-2025,Completed,High,T041,Ongoing,E148,99,98345,108312,-8,10.13472978,0,0,50,12,3,33
149,Sales & Marketing,Bachelors,2,36,4,8,0,0,45,P149,Maintenance,09-02-2024,31-07-2024,,On Hold,Medium,T052,Ongoing,E149,136,36877,30896,0,-16.21878135,0,0,90,32,2,68
150,Technology,Bachelors,4,30,3,2,0,0,78,P150,AI System,29-11-2024,06-01-2025,02-01-2025,Completed,Medium,T010,Blocked,E150,161,44706,38651,-4,-13.54404331,0,0,312,6,2,80.5
151,Procurement,Masters & above,1,49,4,19,0,0,73,P151,AI System,17-09-2025,27-02-2026,07-04-2026,Delayed,High,T021,Ongoing,E151,523,38183,36065,39,-5.546971165,0,0,73,76,3,174.3333333
152,Sales & Marketing,Masters & above,1,38,5,5,0,0,63,P152,Maintenance,19-08-2024,01-02-2025,17-02-2025,Delayed,High,T051,Ongoing,E152,365,38048,30995,16,-18.53711102,0,0,63,25,3,121.6666667
153,Sales & Marketing,Bachelors,1,29,3,6,0,0,51,P153,Research,30-09-2024,23-01-2025,09-02-2025,Delayed,Medium,T087,Pending,E153,544,90686,100398,17,10.70948107,0,0,51,18,2,272
154,Technology,Bachelors,1,48,3,6,1,0,81,P154,Healthcare Upgrade,24-12-2025,06-06-2026,21-07-2026,Delayed,High,T043,Ongoing,E154,291,85125,88553,45,4.02701909,0,0,81,18,3,97
155,Sales & Marketing,Bachelors,1,29,,1,0,0,53,P155,Construction,26-04-2025,29-05-2025,30-05-2025,Delayed,Medium,T074,Blocked,E155,418,53691,56574,1,5.369615019,0,0,53,,2,209
156,Analytics,Masters & above,1,59,4,13,0,0,82,P156,Construction,22-06-2024,22-09-2024,11-09-2024,Completed,Low,T013,Ongoing,E156,531,79866,64951,-11,-18.67503068,0,0,82,52,1,531
157,Operations,Bachelors,1,36,5,5,1,0,62,P157,Research,24-09-2025,22-01-2026,22-01-2026,Completed,High,T025,Pending,E157,101,30634,32905,0,7.413331592,0,0,62,25,3,33.66666667
158,Finance,Bachelors,1,28,3,3,0,0,59,P158,Maintenance,28-10-2024,09-03-2025,03-04-2025,Delayed,High,T093,Pending,E158,153,54791,63366,25,15.65038054,0,0,59,9,3,51
159,Procurement,Bachelors,2,27,4,2,1,0,68,P159,IT Development,17-03-2025,28-05-2025,,In Progress,Low,T053,Completed,E159,176,38218,41420,0,8.378251086,1,0.005681818,136,8,1,176
160,Operations,Bachelors,1,25,3,2,0,0,62,P160,Research,13-12-2024,16-01-2025,04-01-2025,Completed,Low,T068,Blocked,E160,563,77196,61831,-12,-19.90388103,0,0,62,6,1,563
161,Sales & Marketing,Bachelors,1,30,5,6,1,0,52,P161,Construction,18-09-2025,21-02-2026,,On Hold,Medium,T030,Completed,E161,472,62724,61040,0,-2.684777757,1,0.002118644,52,30,2,236
162,HR,Below Secondary,1,23,,1,0,0,51,P162,Maintenance,14-01-2024,18-04-2024,15-05-2024,Delayed,Medium,T072,Pending,E162,168,68191,64424,27,-5.524189409,0,0,51,,2,84
163,HR,Bachelors,1,28,,1,0,0,50,P163,Maintenance,08-02-2025,30-05-2025,04-06-2025,Delayed,High,T074,Blocked,E163,200,71042,67088,5,-5.565721686,0,0,50,,3,66.66666667
164,Sales & Marketing,Bachelors,1,38,4,5,1,0,48,P164,Infrastructure,23-02-2025,07-06-2025,,On Hold,Medium,T021,Completed,E164,278,84692,87590,0,3.421810797,1,0.003597122,48,20,2,139
165,Sales & Marketing,Bachelors,1,30,,1,1,0,45,P165,Infrastructure,15-10-2024,29-11-2024,09-12-2024,Delayed,High,T006,Ongoing,E165,536,88536,101839,10,15.02552634,0,0,45,,3,178.6666667
166,HR,Bachelors,1,53,4,21,0,0,53,P166,AI System,01-07-2024,31-07-2024,25-08-2024,Delayed,Medium,T024,Completed,E166,234,117778,128007,25,8.684983613,1,0.004273504,53,84,2,117
167,Sales & Marketing,Masters & above,1,35,3,8,0,0,45,P167,Healthcare Upgrade,30-11-2024,17-05-2025,,On Hold,Medium,T070,Ongoing,E167,339,46665,54478,0,16.74274081,0,0,45,24,2,169.5
168,HR,Bachelors,1,45,3,14,1,0,53,P168,Research,18-06-2025,27-11-2025,15-11-2025,Completed,High,T001,Pending,E168,318,40103,33813,-12,-15.68461212,0,0,53,42,3,106
169,Sales & Marketing,,1,40,1,8,0,0,51,P169,IT Development,28-01-2025,30-05-2025,01-07-2025,Delayed,Medium,T060,Completed,E169,541,56336,45563,32,-19.12276342,1,0.001848429,51,8,2,270.5
170,Operations,Bachelors,1,39,3,8,0,0,58,P170,AI System,13-06-2025,20-09-2025,,On Hold,High,T042,Completed,E170,429,66653,61893,0,-7.141464,1,0.002331002,58,24,3,143
171,Analytics,Bachelors,1,46,4,6,0,0,82,P171,IT Development,20-04-2024,14-08-2024,,On Hold,Low,T099,Ongoing,E171,494,76755,83861,0,9.258028793,0,0,82,24,1,494
172,Technology,Bachelors,2,29,3,3,0,0,79,P172,Healthcare Upgrade,16-03-2025,07-05-2025,,In Progress,Medium,T089,Completed,E172,439,103491,100971,0,-2.434994347,1,0.002277904,158,9,2,219.5
173,Analytics,Bachelors,1,28,,1,1,0,84,P173,Maintenance,22-12-2024,03-06-2025,05-07-2025,Delayed,High,T085,Pending,E173,347,81751,96095,32,17.54596274,0,0,84,,3,115.6666667
174,Technology,Bachelors,1,34,4,6,1,0,82,P174,Healthcare Upgrade,31-05-2025,29-09-2025,,In Progress,Medium,T083,Completed,E174,223,107099,102915,0,-3.906665795,1,0.004484305,82,24,2,111.5
175,Sales & Marketing,Bachelors,1,23,,1,1,0,47,P175,Construction,15-07-2025,11-11-2025,,On Hold,High,T025,Ongoing,E175,517,46398,40338,0,-13.0609078,0,0,47,,3,172.3333333
176,Sales & Marketing,Bachelors,1,38,5,3,0,0,51,P176,Construction,25-04-2025,12-08-2025,30-07-2025,Completed,Medium,T077,Completed,E176,571,102413,105392,-13,2.908810405,1,0.001751313,51,15,2,285.5
177,HR,Masters & above,1,32,3,5,0,0,52,P177,IT Development,23-02-2025,02-05-2025,01-06-2025,Delayed,High,T011,Blocked,E177,141,43271,47208,30,9.098472418,0,0,52,15,3,47
178,Operations,Bachelors,1,33,3,5,1,0,58,P178,IT Development,11-04-2024,16-08-2024,14-09-2024,Delayed,High,T008,Blocked,E178,193,104061,97588,29,-6.220389964,0,0,58,15,3,64.33333333
179,Procurement,Bachelors,1,39,4,9,0,0,70,P179,Healthcare Upgrade,28-12-2025,29-05-2026,,In Progress,Low,T059,Blocked,E179,178,109174,110779,0,1.470130251,0,0,70,36,1,178
180,Procurement,Masters & above,4,36,3,6,0,0,71,P180,Construction,18-10-2025,14-04-2026,13-05-2026,Delayed,Low,T040,Pending,E180,540,41019,37860,29,-7.701309149,0,0,284,18,1,540
181,Operations,Bachelors,2,33,4,4,0,0,59,P181,Infrastructure,29-03-2025,24-05-2025,07-06-2025,Delayed,Medium,T042,Pending,E181,234,54485,49656,14,-8.862989814,0,0,118,16,2,117
182,Sales & Marketing,Bachelors,1,29,4,6,1,0,45,P182,Research,11-04-2024,03-07-2024,,In Progress,High,T023,Pending,E182,591,43294,47640,0,10.0383425,0,0,45,24,3,197
183,R&D,Bachelors,1,32,3,5,0,0,85,P183,Construction,06-07-2024,01-10-2024,08-10-2024,Delayed,Medium,T056,Pending,E183,576,70151,56898,7,-18.89210418,0,0,85,15,2,288
184,Sales & Marketing,Bachelors,1,26,3,2,1,0,46,P184,Healthcare Upgrade,22-03-2024,28-07-2024,,On Hold,Medium,T046,Completed,E184,341,106473,122083,0,14.66099387,1,0.002932551,46,6,2,170.5
185,Analytics,Bachelors,1,38,3,3,0,0,82,P185,Healthcare Upgrade,31-12-2025,20-04-2026,,In Progress,Medium,T074,Completed,E185,139,80587,88137,0,9.368756747,1,0.007194245,82,9,2,69.5
186,Procurement,Masters & above,1,42,2,15,0,0,70,P186,Healthcare Upgrade,16-09-2024,16-01-2025,,In Progress,High,T005,Completed,E186,349,73204,64148,0,-12.37090869,1,0.00286533,70,30,3,116.3333333
187,Operations,Bachelors,1,30,5,6,0,0,60,P187,Healthcare Upgrade,12-09-2024,26-11-2024,24-11-2024,Completed,High,T059,Ongoing,E187,452,48128,48518,-2,0.810339096,0,0,60,30,3,150.6666667
188,Analytics,Bachelors,2,28,,1,0,0,83,P188,Healthcare Upgrade,30-06-2024,20-12-2024,,In Progress,Medium,T010,Pending,E188,445,49314,47116,0,-4.457152127,0,0,166,,2,222.5
189,Sales & Marketing,Bachelors,1,36,4,6,0,0,47,P189,Construction,13-02-2024,03-04-2024,09-04-2024,Delayed,Medium,T097,Ongoing,E189,275,98524,82222,6,-16.54622224,0,0,47,24,2,137.5
190,Procurement,Bachelors,1,56,5,6,0,0,84,P190,IT Development,01-07-2025,09-11-2025,21-12-2025,Delayed,Medium,T073,Ongoing,E190,181,58871,57387,42,-2.520765742,0,0,84,30,2,90.5
191,Sales & Marketing,Bachelors,1,30,3,5,0,0,51,P191,Maintenance,22-07-2024,22-08-2024,,In Progress,Low,T032,Completed,E191,447,83058,91570,0,10.24826025,1,0.002237136,51,15,1,447
192,Sales & Marketing,Bachelors,2,25,,1,0,0,50,P192,Maintenance,16-11-2025,24-01-2026,12-01-2026,Completed,Low,T062,Ongoing,E192,108,96796,96793,-12,-0.003099302,0,0,100,,1,108
193,HR,Bachelors,1,29,5,6,1,0,49,P193,Maintenance,22-12-2024,16-02-2025,,In Progress,Low,T029,Blocked,E193,107,46729,50699,0,8.495794903,0,0,49,30,1,107
194,Sales & Marketing,Bachelors,1,36,2,7,0,0,47,P194,AI System,26-11-2024,16-04-2025,,In Progress,Low,T082,Completed,E194,170,54807,63847,0,16.49424344,1,0.005882353,47,14,1,170
195,Technology,Bachelors,1,39,3,4,0,0,80,P195,Maintenance,20-10-2025,03-04-2026,01-05-2026,Delayed,Medium,T026,Blocked,E195,256,111422,102394,28,-8.102529124,0,0,80,12,2,128
196,Analytics,Bachelors,1,30,5,4,1,0,84,P196,Research,08-03-2025,27-08-2025,03-09-2025,Delayed,Medium,T011,Blocked,E196,555,47381,44055,7,-7.019691437,0,0,84,20,2,277.5
197,R&D,Bachelors,2,42,3,9,0,0,84,P197,Infrastructure,14-03-2024,07-05-2024,,On Hold,High,T032,Completed,E197,595,94709,107492,0,13.49713332,1,0.001680672,168,27,3,198.3333333
198,Sales & Marketing,Bachelors,2,37,4,9,0,0,49,P198,Infrastructure,11-05-2024,06-07-2024,28-07-2024,Delayed,High,T019,Pending,E198,174,50464,44192,22,-12.42866202,0,0,98,36,3,58
199,Procurement,Bachelors,1,31,2,2,1,0,66,P199,Healthcare Upgrade,13-02-2025,17-05-2025,20-06-2025,Delayed,Low,T068,Completed,E199,459,104446,90327,34,-13.51799016,1,0.002178649,66,4,1,459
200,Sales & Marketing,Masters & above,1,32,4,6,1,0,48,P200,Research,15-05-2024,06-08-2024,29-08-2024,Delayed,Low,T033,Ongoing,E200,472,102941,119877,23,16.45214249,0,0,48,24,1,472
201,Operations,Masters & above,1,40,5,11,1,0,59,P201,Maintenance,07-12-2024,28-02-2025,06-04-2025,Delayed,Medium,T017,Blocked,E201,494,68948,77576,37,12.5137785,0,0,59,55,2,247
202,Finance,Bachelors,2,39,5,10,1,0,58,P202,Construction,20-09-2025,15-12-2025,,In Progress,Low,T027,Blocked,E202,330,47723,47290,0,-0.907319322,0,0,116,50,1,330
203,Sales & Marketing,Bachelors,1,40,4,10,1,0,47,P203,Research,31-08-2025,31-10-2025,,In Progress,Medium,T009,Blocked,E203,545,116237,136896,0,17.77317033,0,0,47,40,2,272.5
204,HR,Bachelors,1,23,1,2,0,0,45,P204,IT Development,01-05-2025,10-08-2025,21-09-2025,Delayed,Low,T006,Ongoing,E204,238,103889,113502,42,9.253145184,0,0,45,2,1,238
205,Operations,Bachelors,2,28,,1,0,0,60,P205,Research,29-07-2024,18-01-2025,04-03-2025,Delayed,Medium,T070,Pending,E205,328,72918,77562,45,6.368797828,0,0,120,,2,164
206,Sales & Marketing,Bachelors,1,37,2,4,0,0,51,P206,Research,17-10-2025,14-12-2025,04-01-2026,Delayed,High,T020,Ongoing,E206,430,116399,117690,21,1.109116058,0,0,51,8,3,143.3333333
207,Finance,Below Secondary,1,23,,1,1,0,58,P207,Infrastructure,23-06-2025,15-08-2025,,On Hold,Medium,T056,Ongoing,E207,82,90861,103899,0,14.34939083,0,0,58,,2,41
208,Operations,Bachelors,1,37,3,9,0,0,61,P208,Infrastructure,05-01-2024,05-02-2024,,In Progress,Low,T017,Pending,E208,234,56852,57979,0,1.982340111,0,0,61,27,1,234
209,Legal,Bachelors,1,29,5,3,1,0,54,P209,Research,29-01-2024,15-06-2024,25-07-2024,Delayed,High,T012,Pending,E209,400,49897,40852,40,-18.12734233,0,0,54,15,3,133.3333333
210,Operations,Bachelors,1,38,4,10,0,0,55,P210,IT Development,22-04-2024,18-07-2024,05-07-2024,Completed,High,T051,Pending,E210,281,83063,95502,-13,14.97538013,0,0,55,40,3,93.66666667
211,Operations,Bachelors,2,39,4,10,0,0,57,P211,AI System,22-02-2024,29-04-2024,03-06-2024,Delayed,Medium,T098,Blocked,E211,336,98319,95558,35,-2.808205942,0,0,114,40,2,168
212,Sales & Marketing,Masters & above,2,38,5,7,1,0,48,P212,Infrastructure,06-10-2025,01-01-2026,10-01-2026,Delayed,Medium,T051,Pending,E212,204,91042,94115,9,3.375365216,0,0,96,35,2,102
213,Procurement,Bachelors,1,34,3,4,0,0,69,P213,Maintenance,03-10-2024,19-01-2025,09-02-2025,Delayed,High,T082,Completed,E213,502,90638,80760,21,-10.89829873,1,0.001992032,69,12,3,167.3333333
214,Procurement,Bachelors,1,48,5,21,0,0,69,P214,Healthcare Upgrade,12-02-2024,07-04-2024,20-05-2024,Delayed,High,T024,Completed,E214,476,102674,115811,43,12.7948653,1,0.00210084,69,105,3,158.6666667
215,R&D,Masters & above,1,29,5,4,0,0,82,P215,Construction,22-01-2025,23-04-2025,,On Hold,High,T026,Pending,E215,255,101916,103382,0,1.438439499,0,0,82,20,3,85
216,Technology,Masters & above,1,37,4,7,1,0,81,P216,Construction,20-08-2024,14-02-2025,28-03-2025,Delayed,Low,T075,Blocked,E216,554,56926,61369,42,7.80486948,0,0,81,28,1,554
217,Sales & Marketing,,2,23,,1,1,0,53,P217,Construction,18-09-2024,16-11-2024,08-11-2024,Completed,Low,T008,Ongoing,E217,428,42538,46486,-8,9.281113357,0,0,106,,1,428
218,Operations,Bachelors,1,47,5,2,1,0,63,P218,Research,18-06-2024,27-08-2024,24-08-2024,Completed,Low,T080,Pending,E218,157,51682,42085,-3,-18.56932781,0,0,63,10,1,157
219,Sales & Marketing,Bachelors,1,31,1,3,0,0,50,P219,Maintenance,02-01-2025,12-04-2025,13-04-2025,Delayed,Medium,T066,Pending,E219,225,43903,49153,1,11.95818053,0,0,50,3,2,112.5
220,Analytics,Bachelors,1,28,3,4,0,0,83,P220,Healthcare Upgrade,17-02-2024,08-06-2024,09-06-2024,Delayed,High,T004,Pending,E220,87,84580,89844,1,6.223693545,0,0,83,12,3,29
221,Finance,Masters & above,2,32,4,6,1,0,57,P221,Research,29-08-2024,29-09-2024,21-10-2024,Delayed,Medium,T009,Ongoing,E221,176,47824,39904,22,-16.56072265,0,0,114,24,2,88
222,Procurement,Bachelors,1,33,2,4,1,0,71,P222,Research,12-12-2025,14-05-2026,30-04-2026,Completed,Medium,T048,Blocked,E222,409,30338,32998,-14,8.767881864,0,0,71,8,2,204.5
223,Legal,Bachelors,2,28,,1,1,0,58,P223,Research,12-10-2025,07-01-2026,25-12-2025,Completed,Low,T058,Pending,E223,171,101351,113052,-13,11.54502669,0,0,116,,1,171
224,Legal,Bachelors,1,32,,1,1,0,62,P224,Research,26-07-2024,03-09-2024,,In Progress,Low,T099,Pending,E224,538,65968,62385,0,-5.431421295,0,0,62,,1,538
225,Operations,Bachelors,1,34,3,10,0,0,67,P225,Infrastructure,19-07-2025,11-12-2025,03-01-2026,Delayed,Low,T045,Completed,E225,545,72308,80030,23,10.67931626,1,0.001834862,67,30,1,545
226,Sales & Marketing,Bachelors,1,38,5,3,1,0,52,P226,IT Development,26-08-2025,28-11-2025,,On Hold,Medium,T001,Pending,E226,223,45505,48573,0,6.742116251,0,0,52,15,2,111.5
227,Technology,Bachelors,1,28,4,5,0,0,79,P227,Infrastructure,23-09-2024,02-11-2024,,In Progress,Medium,T014,Ongoing,E227,573,118796,100438,0,-15.45338227,0,0,79,20,2,286.5
228,Analytics,Masters & above,1,34,3,3,0,0,87,P228,IT Development,24-10-2025,25-12-2025,07-01-2026,Delayed,Low,T049,Ongoing,E228,480,79469,88928,13,11.90275453,0,0,87,9,1,480
229,Procurement,Bachelors,1,44,2,16,0,0,70,P229,AI System,24-11-2024,26-02-2025,13-02-2025,Completed,Low,T083,Ongoing,E229,472,93164,83965,-13,-9.87398566,0,0,70,32,1,472
230,Procurement,Bachelors,1,28,3,4,0,0,69,P230,Construction,25-05-2025,21-10-2025,23-11-2025,Delayed,Medium,T063,Ongoing,E230,433,96382,100397,33,4.16571559,0,0,69,12,2,216.5
231,Operations,Bachelors,1,31,1,5,1,0,61,P231,Infrastructure,26-04-2025,24-08-2025,11-09-2025,Delayed,Medium,T008,Completed,E231,409,96068,93639,18,-2.528417371,1,0.002444988,61,5,2,204.5
232,Analytics,Bachelors,1,34,2,5,0,0,84,P232,AI System,14-01-2024,19-04-2024,,In Progress,Low,T011,Pending,E232,496,82237,87185,0,6.016756448,0,0,84,10,1,496
233,Procurement,Below Secondary,1,22,3,2,1,0,71,P233,IT Development,23-04-2025,06-08-2025,,In Progress,High,T037,Completed,E233,250,33314,30120,0,-9.587560785,1,0.004,71,6,3,83.33333333
234,Procurement,Bachelors,1,20,,1,0,0,76,P234,Healthcare Upgrade,08-09-2024,27-10-2024,,On Hold,High,T026,Completed,E234,160,87352,97967,0,12.15198278,1,0.00625,76,,3,53.33333333
235,Procurement,Bachelors,1,32,3,7,1,0,66,P235,Healthcare Upgrade,30-10-2024,15-01-2025,,On Hold,High,T003,Ongoing,E235,237,72569,65839,0,-9.273932395,0,0,66,21,3,79
236,Technology,Masters & above,1,43,3,6,1,0,80,P236,Maintenance,23-10-2025,27-11-2025,,In Progress,Low,T075,Ongoing,E236,178,89011,87719,0,-1.451505994,0,0,80,18,1,178
237,Analytics,Masters & above,1,42,5,13,1,0,85,P237,Construction,24-01-2025,12-07-2025,,On Hold,Low,T021,Completed,E237,565,31331,34656,0,10.61249242,1,0.001769912,85,65,1,565
238,HR,Bachelors,1,41,3,8,1,0,54,P238,Maintenance,03-12-2025,04-01-2026,,On Hold,Medium,T001,Blocked,E238,522,81868,83564,0,2.071627498,0,0,54,24,2,261
239,Technology,Bachelors,1,27,3,2,0,0,84,P239,Maintenance,02-09-2024,21-11-2024,05-01-2025,Delayed,Low,T084,Pending,E239,501,38898,36072,45,-7.265155021,0,0,84,6,1,501
240,Finance,Bachelors,1,41,4,9,0,0,56,P240,Healthcare Upgrade,14-05-2025,30-06-2025,,In Progress,High,T004,Blocked,E240,96,79967,71661,0,-10.38678455,0,0,56,36,3,32
241,Technology,Bachelors,1,26,5,2,1,0,76,P241,AI System,24-04-2024,02-07-2024,,In Progress,Medium,T086,Pending,E241,159,69971,80837,0,15.52929071,0,0,76,10,2,79.5
242,Analytics,Bachelors,1,35,5,10,1,0,85,P242,Research,12-03-2025,21-08-2025,,On Hold,High,T012,Ongoing,E242,593,67087,65197,0,-2.817237319,0,0,85,50,3,197.6666667
243,Sales & Marketing,Bachelors,1,28,1,3,0,0,58,P243,Infrastructure,21-09-2025,20-03-2026,25-03-2026,Delayed,Low,T054,Ongoing,E243,431,86624,73918,5,-14.6679904,0,0,58,3,1,431
244,HR,Bachelors,1,50,1,9,0,0,46,P244,AI System,12-08-2025,05-01-2026,11-01-2026,Delayed,Medium,T095,Pending,E244,386,75055,85241,6,13.57138099,0,0,46,9,2,193
245,Sales & Marketing,Masters & above,1,29,,1,1,1,46,P245,Healthcare Upgrade,27-05-2024,13-11-2024,,On Hold,High,T017,Ongoing,E245,112,63377,68050,0,7.373337331,0,0,46,,3,37.33333333
246,Sales & Marketing,Masters & above,2,37,1,10,0,0,49,P246,Maintenance,02-02-2024,13-06-2024,20-07-2024,Delayed,High,T075,Ongoing,E246,522,110654,108238,37,-2.183382435,0,0,98,10,3,174
247,Operations,Bachelors,2,35,3,8,1,0,64,P247,Construction,01-04-2025,17-07-2025,15-07-2025,Completed,Medium,T031,Completed,E247,150,66216,63612,-2,-3.93258427,1,0.006666667,128,24,2,75
248,Sales & Marketing,Masters & above,1,29,4,4,0,0,51,P248,Construction,15-04-2024,13-08-2024,29-08-2024,Delayed,Low,T050,Blocked,E248,275,62876,53746,16,-14.52064381,0,0,51,16,1,275
249,Sales & Marketing,Bachelors,1,36,5,8,0,0,47,P249,IT Development,11-06-2025,24-11-2025,11-11-2025,Completed,Medium,T028,Blocked,E249,535,45805,51296,-13,11.98777426,0,0,47,40,2,267.5
250,Technology,Below Secondary,1,22,,1,1,0,79,P250,Construction,03-10-2025,23-11-2025,,In Progress,Medium,T019,Completed,E250,274,40829,42011,0,2.895001102,1,0.003649635,79,,2,137
251,Finance,Bachelors,1,36,3,3,0,0,55,P251,IT Development,27-03-2025,09-06-2025,,On Hold,High,T071,Ongoing,E251,440,41161,37609,0,-8.629527951,0,0,55,9,3,146.6666667
252,Operations,Bachelors,2,37,4,2,0,0,71,P252,Maintenance,27-05-2025,29-06-2025,,On Hold,High,T040,Completed,E252,189,109205,95805,0,-12.27050043,1,0.005291005,142,8,3,63
253,Analytics,Bachelors,1,30,3,4,0,0,83,P253,Infrastructure,18-01-2025,23-03-2025,17-04-2025,Delayed,Low,T092,Ongoing,E253,160,61347,72575,25,18.30244348,0,0,83,12,1,160
254,Finance,Bachelors,2,26,2,2,0,0,54,P254,Healthcare Upgrade,15-12-2024,08-03-2025,23-03-2025,Delayed,Low,T024,Completed,E254,134,71306,79359,15,11.29357978,1,0.007462687,108,4,1,134
255,Procurement,Bachelors,2,28,5,3,1,0,68,P255,Research,18-04-2024,30-09-2024,28-09-2024,Completed,Medium,T015,Completed,E255,369,32029,36869,-2,15.11130538,1,0.002710027,136,15,2,184.5
256,Operations,Bachelors,1,49,4,9,0,0,61,P256,Construction,02-08-2025,19-10-2025,,In Progress,High,T039,Blocked,E256,466,49738,41921,0,-15.71635369,0,0,61,36,3,155.3333333
